Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Biografia_Resumen_x,Listeners_LastFM_x,Playcount_LastFM_x,Artistas_Similares,Biografia_Resumen_y,Playcount_LastFM_y,Listeners_LastFM_y
Arnold Jarvis,funk (Origen: funk),Canción,What Goes around - Vincent kwok vocal mix,2010,0ub9cem4UIAbvopRIsrgbI,5o68gyFlkaiDPSHKiuGico,"Throughout his career, Arnold Jarvis has been nothing but consistent - consistent when it comes to getting noticed. His is a brilliant career that began at the prime of his youth. While only a teenager, his voice and talent landed him front and center of the Baltimore Gospel Choir for whom he was a prodigious soloist.

In 1984, modest academic pursuits led him to New York City. However, his talent and love of music did not lie dormant for long. He was drawn to music industry circles and was quickly embraced by them.",24152,98301,"Kenny Bobien, Joi Cardwell, Jihad Muhammad, Stephanie Cooke, Kimara Lovelace","Throughout his career, Arnold Jarvis has been nothing but consistent - consistent when it comes to getting noticed. His is a brilliant career that began at the prime of his youth. While only a teenager, his voice and talent landed him front and center of the Baltimore Gospel Choir for whom he was a prodigious soloist.

In 1984, modest academic pursuits led him to New York City. However, his talent and love of music did not lie dormant for long. He was drawn to music industry circles and was quickly embraced by them. <a href=""https://www.last.fm/music/Arnold+Jarvis"">Read more on Last.fm</a>",98301,24152
"Ernie and The Top Notes, Inc.",funk (Origen: funk),Canción,Things Are Better,2010,5MD29QSg1g867DcyFUMZw3,0twe7YjMxsBncxZuGR1j1z,"Considered by most to be the pioneer in what we know today as funk music, Ernie Vincent grew up like many a southern Louisiana child – entrenched in rich musical tradition. His early years were spent playing the guitar, honing his craft with lessons from family, friends, and neighbors .

The early 1970s were met with unequivocal notoriety when Ernie formed the Top Notes - a group who carved a place in music history with their production of the funk anthem “Dap Walk.”",7383,25012,"The Explosions, Lee Dorsey & Betty Harris, Marilyn Barbarin, Gentleman June Gardner, Chuck Carbo",,,
Art Neville,funk (Origen: funk),Canción,Arabian Love Call,2010,3XVaEtvOiTOxG2UfC3v5sv,3v2MCcbzJGPau9T9ViBkwr,"Art Neville (Arthur Lanon Neville, New Orleans Louisiana , USA, December 17, 1937 – July 22, 2019) was an American singer, songwriter and keyboard player from New Orleans. 

Neville, part of one of the notable musical families of New Orleans, The Neville Brothers, was a founding member of The Meters, whose musical style represents New Orleans funk.
He also played with the spinoff group The Funky Meters.
Neville played on recordings by many notable artists from New Orleans and elsewhere",24897,97041,"Jessie Hill, Dave Bartholomew, Warren Lee, Benny Spellman, The Wild Magnolias",,,
Linx,funk (Origen: funk),Canción,Back It Up,2010,4sU0Xzt054ynzM8fh4Q0jz,1KIxrz5MomFRSDINIR55CI,"There are many artists with the name ""Linx"", not to be confused with the many other artists called Lynx or the Canadian glam rock band called Lÿnx.

--==--

 1) - Linx were a British soul/funk band consisting of David Grant, Bob Carter (keyboards), Andy Duncan (drums), Canute Edwards (guitar) and Peter Martin (bass) (aka Sketch). After their first hit in 1980, the band slimmed down to a duo of Grant and Martin.  They had six entries on the UK Singles Chart from mid-1980 until mid-1982.",23595,114901,"Loose Ends, Freeez, Heatwave, Shalamar, The Three Degrees",,,
Arnold Jarvis,funk (Origen: funk),Canción,What Goes Around - Vincent Kwok Vocal,2010,5d0OHX5BUR24iNIUVZLN8b,5W8clOVMTIf4IlBviVuoHQ,"Throughout his career, Arnold Jarvis has been nothing but consistent - consistent when it comes to getting noticed. His is a brilliant career that began at the prime of his youth. While only a teenager, his voice and talent landed him front and center of the Baltimore Gospel Choir for whom he was a prodigious soloist.

In 1984, modest academic pursuits led him to New York City. However, his talent and love of music did not lie dormant for long. He was drawn to music industry circles and was quickly embraced by them.",24152,98301,"Kenny Bobien, Joi Cardwell, Jihad Muhammad, Stephanie Cooke, Kimara Lovelace","Throughout his career, Arnold Jarvis has been nothing but consistent - consistent when it comes to getting noticed. His is a brilliant career that began at the prime of his youth. While only a teenager, his voice and talent landed him front and center of the Baltimore Gospel Choir for whom he was a prodigious soloist.

In 1984, modest academic pursuits led him to New York City. However, his talent and love of music did not lie dormant for long. He was drawn to music industry circles and was quickly embraced by them. <a href=""https://www.last.fm/music/Arnold+Jarvis"">Read more on Last.fm</a>",98301,24152
Latino,funk (Origen: funk),Canción,MARIA GASOLINA (MINA QUEBRETE),2010,7jcIOdFsXXgC1dNHcOahss,2lSkzDSYCD7pdofrOY4VSf,"The name Latino can be attributed to:

1)  Roberto de Souza Rocha (born February 2, 1973) is a Brazilian recording artist and entertainer. Latino has sold more than four million albums along his career. 
He is commonly known for making versions of foreigner songs in portuguese, such as ""Festa no Apê"", one of his biggest hits.

2) Band Latino was founded 1985 in Croatia by the band leader Željko Krušlin Kruška. The year 1995 is most important for Latino, because that year they had legendary concert in ""Šalata"" - Zagreb with 10000 listeners.",135208,789360,"Bonde Do Tigrão, MC Leozinho, Mc Marcinho, Kelly Key, Claudinho & Buchecha",,,
Ernie K-Doe,funk (Origen: funk),Canción,Hello My Lover,2010,4pXcXeJRuuyV0Cbm7qlGmH,1Xouo41hjTQngHTZtfJ0yY,"Ernest Kador, Jr. (Feb 22, 1936 - July 5, 2001) was known as Ernie K-Doe, a colorful performer, who became the first artist from New Orleans to have a national charting #1 hit actually recorded in New Orleans (Mother-In-Law,#1 Pop, #1 R&B 1961). Doe was a self promotor extraordinaire, nicknaming himself ""Emperor of The World"" and “the Greatest Boy-Child ever conceived at Charity Hospital in New Orleans”. While never to top the charts again after his 1961 hit",52917,232324,"Hank Ballard & The Midnighters, Earl King, Betty Harris, Allen Toussaint, Lee Dorsey",,,
LTJ Xperience,funk (Origen: funk),Canción,Sitar Madness,2010,4Jb8ym6mP4KFdCWEPZBSgd,3Nbv9ee29fsYvnpOQ9pDNB,"LTJ Xperience, aka Luca Trevisi, began his music career in the 80's in his homeland of Italy as resident DJ in two of the most famous Italian clubs of the time, Kinky in Bologna and Cap Creus in Imola.  He was one of the first Italian DJ's to spin House and to re-propose those black music, jazz and latin-bossa classics from the 70s that at the end of the same decade would have given birth to the Acid Jazz and Rare Groove movements.

His first single release in 1988",22037,112301,"Mo' Horizons, St. Germain, Alex Gopher, Boozoo Bajou, Tosca",,,
Sr Mandril,funk (Origen: funk),Canción,Soy,2010,04UXgRib3u8WNj4lLaxHI1,5HzmNemaagVEk7zvP7EBeq,,2067,7387,"Sr. Mandril, Los Músicos De José, Betsy Pecanins, Clorofila, Fratta",,,
Change,funk (Origen: funk),Canción,You'll Never Realize (Full Length Album Mix),2010,4dW1BubDtblhrwMDDSGJMH,18a1aQya3S7wnaiZCxips0,"There are at least six bands/artists with the name Change:

1: This great band is one of the best, but also one of the most underrated ensembles in the soul, disco and R&B genres during the first half of the 80s. They created a catchy, smooth and polished disco, and later R&B and pop funk sound, with a touch of heaven. Here is the story about the group that might let them shine a little bit longer and perhaps do so for new music lovers as well, they certainly deserve it!",197257,1488832,"D Train, Evelyn ""Champagne"" King, Shalamar, Melba Moore, Unlimited Touch",,,
Sister Sledge,funk (Origen: funk),Canción,Frankie (Live),2010,5nMaF3SZ7H6HQnMUlPWPAs,0kzktjl5PEBEZdiPTqz67J,"Sister Sledge is an American musical group from Philadelphia, Pennsylvania, formed in 1971 and consisted of four sisters: Debbie Sledge (born July 9, 1954), Joni Sledge (September 13, 1956 –  March 10, 2017), Kim Sledge (born August 21, 1957), and Kathy Sledge (born January 6, 1958). The group is best known for their hit songs ""We Are Family"", ""Lost In Music"", ""He's the Greatest Dancer"", and ""Frankie"".

The members of Sister Sledge were born and",861786,6988315,"Chic, Shalamar, Melba Moore, KC and The Sunshine Band, McFadden & Whitehead",,,
Kevin Pike,funk (Origen: funk),Canción,a dre an kon swa,2010,7oE01GuIC81grLg6DdOg5Q,4T3leBUKFQUXIgZfeIZ70v,,974,3434,"Bill Burr, IGN Staff, The Adam Carolla Show, Silvano Melgiovanni, Paolo Russo, Justin Ward",,,
Kevin Pike,funk (Origen: funk),Canción,ase nascimento,2010,4weXWaqep6s9dtSe6GIEE0,4T3leBUKFQUXIgZfeIZ70v,,974,3434,"Bill Burr, IGN Staff, The Adam Carolla Show, Silvano Melgiovanni, Paolo Russo, Justin Ward",,,
Heatwave,funk (Origen: funk),Canción,You Can Get It,2010,5pEnvRDCOQkGuT79nmqbr8,6kpiSNyb2e0aWZjUpXPd21,"There are two artists with this name. 1) Funk/disco band from London, UK. 2) Synthwave artist from Germany.

1) Heatwave was an international funk/disco musical band featuring Americans Johnnie Wilder, Jr. and Keith Wilder (vocals) of Dayton, Ohio, Englishman Rod Temperton (keyboards), Swiss Mario Mantese (bass), Czechoslovakian Ernest ""Bilbo"" Berger (drums), Jamaican Eric Johns (guitar) and Londoner Roy Carter, (guitar).

They were known for their successful songs ""Boogie Nights"" and ""Always and Forever"" (from their 1976 debut album",410833,2696347,"Brothers Johnson, Lakeside, Con Funk Shun, A Taste of Honey, Ohio Players",,,
Ernie K-Doe,funk (Origen: funk),Canción,Surely,2010,1vcws1nvYICv8clR4VGOh4,1Xouo41hjTQngHTZtfJ0yY,"Ernest Kador, Jr. (Feb 22, 1936 - July 5, 2001) was known as Ernie K-Doe, a colorful performer, who became the first artist from New Orleans to have a national charting #1 hit actually recorded in New Orleans (Mother-In-Law,#1 Pop, #1 R&B 1961). Doe was a self promotor extraordinaire, nicknaming himself ""Emperor of The World"" and “the Greatest Boy-Child ever conceived at Charity Hospital in New Orleans”. While never to top the charts again after his 1961 hit",52917,232324,"Hank Ballard & The Midnighters, Earl King, Betty Harris, Allen Toussaint, Lee Dorsey",,,
Eldridge Holmes,funk (Origen: funk),Canción,Where Is Love,2010,3JlNZP4YuHPqF7j3L0dOBR,0y64AFS12esEI4iD8rvpgP,"Eldridge Holmes (1942-1998) was a New Orleans singer, who recorded throughout the 1960s and into the 1970s, primarily with producer Allen Toussaint. First recorded by Toussaint in a tradional New Orleans R&B style on Poor Me, Holmes progressed to soul and funk occasionally achieving release on national labels but never cracking the R&B charts. He seems to have stopped recording by the mid-70s.

A native of Violet, LA, according to the Funky 16 Corners web site Holmes passed away in November of 1998 after working variously as a bus driver",22806,91404,"Bobby and the Heavyweights, Oliver Morgan, David Batiste, Smokey Johnson, Warren Lee",,,
Heatwave,funk (Origen: funk),Canción,Introducing My Love,2010,18Ak3TCPV0ODp0xl4Qkf61,6kpiSNyb2e0aWZjUpXPd21,"There are two artists with this name. 1) Funk/disco band from London, UK. 2) Synthwave artist from Germany.

1) Heatwave was an international funk/disco musical band featuring Americans Johnnie Wilder, Jr. and Keith Wilder (vocals) of Dayton, Ohio, Englishman Rod Temperton (keyboards), Swiss Mario Mantese (bass), Czechoslovakian Ernest ""Bilbo"" Berger (drums), Jamaican Eric Johns (guitar) and Londoner Roy Carter, (guitar).

They were known for their successful songs ""Boogie Nights"" and ""Always and Forever"" (from their 1976 debut album",410833,2696347,"Brothers Johnson, Lakeside, Con Funk Shun, A Taste of Honey, Ohio Players",,,
Billy Preston,funk (Origen: funk),Canción,Let Me Know,2010,1qy5NGbn31k9E0hOtf296i,0HCbBuPmDjmHD0Bj1mDiJ0,"Billy Preston (2 September 1946 - 6 June 2006) was an American soul and rock singer, famously known as a child prodigy pianist before releasing several rnb hits (including #1 smashes ""Will It Go 'Round in Circles"" and ""Nothing From Nothing"") and working with classic artists such as Aretha Franklin and The Beatles. He notably performed with Mahalia Jackson at the age of 16 and appeared as a young W.C. Handy in a 1958 biopic. His first solo record was a gospel album called '16 Year Old Soul'.",376581,2619967,"Jean Knight, Parliament, Brothers Johnson, Commodores, Ohio Players",,,
Kevin Pike,funk (Origen: funk),Canción,nayete,2010,5b9LQhct2niHK18ObYpyLR,4T3leBUKFQUXIgZfeIZ70v,,974,3434,"Bill Burr, IGN Staff, The Adam Carolla Show, Silvano Melgiovanni, Paolo Russo, Justin Ward",,,
Kevin Pike,funk (Origen: funk),Canción,"a nas, da se na preneson",2010,3QP66qTfJrJtuZ0i0fR3dL,4T3leBUKFQUXIgZfeIZ70v,,974,3434,"Bill Burr, IGN Staff, The Adam Carolla Show, Silvano Melgiovanni, Paolo Russo, Justin Ward",,,
Ernie K-Doe,funk (Origen: funk),Canción,Do You Want Some,2010,3QFGCWqQAKwIVmL3MkpxEi,1Xouo41hjTQngHTZtfJ0yY,"Ernest Kador, Jr. (Feb 22, 1936 - July 5, 2001) was known as Ernie K-Doe, a colorful performer, who became the first artist from New Orleans to have a national charting #1 hit actually recorded in New Orleans (Mother-In-Law,#1 Pop, #1 R&B 1961). Doe was a self promotor extraordinaire, nicknaming himself ""Emperor of The World"" and “the Greatest Boy-Child ever conceived at Charity Hospital in New Orleans”. While never to top the charts again after his 1961 hit",52917,232324,"Hank Ballard & The Midnighters, Earl King, Betty Harris, Allen Toussaint, Lee Dorsey",,,
Chaka Khan,funk (Origen: funk),Canción,Everlasting Love (Live),2010,0DbORttneGsIF9vaPHgikQ,3CokmuF1gHMDYpvoUsGKA0,"Yvette Marie Stevens (born March 23, 1953), better known as Chaka Khan, and frequently referred to as the ""Queen of Funk"", is a 10-time Grammy Award winning American singer-songwriter from Chicago, Illinois who gained fame in the 1970s as the frontwoman and focal point of the funk band Rufus.

In  1964, at the age of 11, Khan formed her first musical group, the Crystalettes. While still in high school, she joined the Afro-Arts Theater, a group which toured with Motown great Mary Wells; a few years later",1215175,11791173,"Rufus, Phyllis Hyman, Patti LaBelle, Stephanie Mills, Diana Ross",,,
Ernie K-Doe,funk (Origen: funk),Canción,Gotta Woman,2010,5PQfQTkfoZPQYrKFOyhnnP,1Xouo41hjTQngHTZtfJ0yY,"Ernest Kador, Jr. (Feb 22, 1936 - July 5, 2001) was known as Ernie K-Doe, a colorful performer, who became the first artist from New Orleans to have a national charting #1 hit actually recorded in New Orleans (Mother-In-Law,#1 Pop, #1 R&B 1961). Doe was a self promotor extraordinaire, nicknaming himself ""Emperor of The World"" and “the Greatest Boy-Child ever conceived at Charity Hospital in New Orleans”. While never to top the charts again after his 1961 hit",52917,232324,"Hank Ballard & The Midnighters, Earl King, Betty Harris, Allen Toussaint, Lee Dorsey",,,
Eldridge Holmes,funk (Origen: funk),Canción,Humpback,2010,0Z25ehVBYlkq7f3d3IzIQZ,0y64AFS12esEI4iD8rvpgP,"Eldridge Holmes (1942-1998) was a New Orleans singer, who recorded throughout the 1960s and into the 1970s, primarily with producer Allen Toussaint. First recorded by Toussaint in a tradional New Orleans R&B style on Poor Me, Holmes progressed to soul and funk occasionally achieving release on national labels but never cracking the R&B charts. He seems to have stopped recording by the mid-70s.

A native of Violet, LA, according to the Funky 16 Corners web site Holmes passed away in November of 1998 after working variously as a bus driver",22806,91404,"Bobby and the Heavyweights, Oliver Morgan, David Batiste, Smokey Johnson, Warren Lee",,,
Chaka Khan,funk (Origen: funk),Canción,I'm Every Woman (Live),2010,5xa5CWWd26kew7alIyZFuX,3CokmuF1gHMDYpvoUsGKA0,"Yvette Marie Stevens (born March 23, 1953), better known as Chaka Khan, and frequently referred to as the ""Queen of Funk"", is a 10-time Grammy Award winning American singer-songwriter from Chicago, Illinois who gained fame in the 1970s as the frontwoman and focal point of the funk band Rufus.

In  1964, at the age of 11, Khan formed her first musical group, the Crystalettes. While still in high school, she joined the Afro-Arts Theater, a group which toured with Motown great Mary Wells; a few years later",1215175,11791173,"Rufus, Phyllis Hyman, Patti LaBelle, Stephanie Mills, Diana Ross",,,
Ernie K-Doe,funk (Origen: funk),Canción,You Did It Baby,2010,50gDaA54gyN9BnzIJLpDPf,1Xouo41hjTQngHTZtfJ0yY,"Ernest Kador, Jr. (Feb 22, 1936 - July 5, 2001) was known as Ernie K-Doe, a colorful performer, who became the first artist from New Orleans to have a national charting #1 hit actually recorded in New Orleans (Mother-In-Law,#1 Pop, #1 R&B 1961). Doe was a self promotor extraordinaire, nicknaming himself ""Emperor of The World"" and “the Greatest Boy-Child ever conceived at Charity Hospital in New Orleans”. While never to top the charts again after his 1961 hit",52917,232324,"Hank Ballard & The Midnighters, Earl King, Betty Harris, Allen Toussaint, Lee Dorsey",,,
Sister Sledge,funk (Origen: funk),Canción,Thinking Of You (Live),2010,4WT0vWBbheOa5XW1UnWlvc,3CZp9IWxJfk9B0ARGoAqep,"Sister Sledge is an American musical group from Philadelphia, Pennsylvania, formed in 1971 and consisted of four sisters: Debbie Sledge (born July 9, 1954), Joni Sledge (September 13, 1956 –  March 10, 2017), Kim Sledge (born August 21, 1957), and Kathy Sledge (born January 6, 1958). The group is best known for their hit songs ""We Are Family"", ""Lost In Music"", ""He's the Greatest Dancer"", and ""Frankie"".

The members of Sister Sledge were born and",861786,6988315,"Chic, Shalamar, Melba Moore, KC and The Sunshine Band, McFadden & Whitehead",,,
