Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Popularidad,Nombre_Album,Año_Lanzamiento_Album,Artista_Principal_Album,Biografia_Resumen,Playcount_LastFM,Listeners_LastFM
Hot Toddy,funk (Origen: funk),Canción,Down to Love,2010,1WJ96y5wT3gQdrDGXEU2ZP,2FpLY1mr3pzDju1ujqRJbA,43,Late Night Boogie,2010,Hot Toddy,"There are two artists with the name Hot Toddy.

1. ""Hot Toddy"" is the solo moniker for Chris Todd, better known for my work with Crazy P formerly known as Crazy Penis, but has been writing music under the name of Hot Toddy since around 1998. His first releases were on the Nottingham based label Neon Heights and on  the Manchester based label, Paperecordings (the album ""Super Magic"", in 2001).  As Crazy P (at that time Crazy Penis) began to tour the <a href=""https://www.last.fm/music/Hot+Toddy"">Read more on Last.fm</a>",329322,58451
BadBoe,funk (Origen: funk),Canción,Funk In The Air - Fort Knox Five Remix,2010,1soUUXPht4ghlVUER1j7g5,6GEYaCbLIdNkTUJ90eWSyX,17,Break The Funk Remixed,2010,BadBoe,"Break beat music: http://www.myspace.com/djbadboe <a href=""https://www.last.fm/music/BadboE"">Read more on Last.fm</a>",118934,12591
Breakbot,funk (Origen: funk),Canción,Make You Mine,2010,1aKPbD7aGsySdLz27P92Gt,0sCktPXUOt19W503or8h9b,45,Baby I'm Yours,2010,Breakbot,"Breakbot aka Thibaut Berland is a French producer and DJ born in 1981. After studying at the School of Graphic Supinfocom, he made short films (with Oury Atlan and Damien Ferrié called ""Overtime.""), advertising and videos (David Hallyday - Satellite, Peter von Poehl - The Story of the Impossible). He is also a CG artist with credits including Arthur and the Invisibles. In may 2009 he was signed by Ed Banger Records.

Here's his bio on the Moshi Moshi Records site: <a href=""https://www.last.fm/music/Breakbot"">Read more on Last.fm</a>",11099691,791661
The Bamboos,funk (Origen: funk),Canción,On the Sly,2010,6TjdjwG2ZUWfuKpGxi9KBZ,5hbiYAop80Y2370lZPBGkh,39,4,2010,The Bamboos,"The Bamboos are an Australian deep funk and soul band hailing from Melbourne. Formed in 2000 by guitarist/producer Lance Ferguson, the band has gone through several lineup changes over the years, but Ferguson has remained a constant presence. They initially drew inspiration from the raw funk of the late 1960s and early 1970s, but their sound has evolved over time to incorporate elements of hip-hop, psychedelic pop, and even symphonic arrangements. <a href=""https://www.last.fm/music/The+Bamboos"">Read more on Last.fm</a>",3011328,294601
Joanne Shaw Taylor,funk (Origen: funk),Canción,Who Do You Love?,2010,5cyg2gV6FhAfj8h757d5L7,3Xa4Y2k4nLdtSoAyM1s5b8,39,Diamonds in the Dirt,2010,Joanne Shaw Taylor,"Joanne Shaw Taylor (born 1986, England) is a British blues rock guitarist and singer, who was discovered by Dave Stewart of the Eurythmics at the age of 16.

Taylor has toured Europe with the supergroup D.U.P. with fellow band members Dave Stewart (Eurythmics), Candy Dulfer (Prince), Mudbone Cooper (Parliment-Funkadelic) and Jimmy Cliff. If you can imagine the love child of Stevie Ray Vaughan and Dusty Springfield then you are beginning to get a feel for Taylor's mixture of fiery guitar playing, sultry vocals and 100% pure soul. <a href=""https://www.last.fm/music/Joanne+Shaw+Taylor"">Read more on Last.fm</a>",1015373,75809
Delegation,funk (Origen: funk),Canción,You and I,2010,1uGFGhxJ9ISGcy7iDffP7V,1um0JgV0FOnEg3UA0IF2hc,58,The Best of Delegation,2010,Delegation,"1- Delegation is a disco band consisting of Ricky Bailey, Len Coley, Ray Patterson and Roddy Harris.
They started their career in the late 70s with the singles «The Promise Of Love» and ""Put A Little Love On Me"". Later on, Delegation released the albums «Delegation», «Eau De Vie», «Delegation II», «Deuces High» and «Encore». 

Ricky Bailey & Delegation... delivering all that's great about British 70's, 80's & 90's Soulful Funk!

Delegation one of the foremost recording and touring soul funk bands of the 70's <a href=""https://www.last.fm/music/Delegation"">Read more on Last.fm</a>",3340878,471965
Odyssey,funk (Origen: funk),Canción,Going Back to My Roots - Single Version,2010,3wX42sUHbYqIC1ILpa4Akm,0pvhletDH7CphbKErUtPCF,38,80s 100 Hits,2010,Various Artists,"Odyssey is a name of at least nineteen acts:

1) A New York based U.S. billboard charts scored dance act.
2) A U.S. psychedelic rock group
3) A Swedish progressive metal band by Dan Swanö
4) A German eurodance project
5) A Greek project name used by Vangelis
6) A U.S. drum & bass producer
7) A later name of a band called Oracle
8) A U.S. Motown album by a pop group from 1972
9) A Brent Smedley (Iced Earth's drummer) solo group
10) A Polish electronica/ambient project <a href=""https://www.last.fm/music/Odyssey"">Read more on Last.fm</a>",1989752,304970
Delegation,funk (Origen: funk),Canción,Darlin' (I Think About You),2010,1NQFeJQOvirHNJ4lp17XUZ,1um0JgV0FOnEg3UA0IF2hc,45,The Best of Delegation,2010,Delegation,"1- Delegation is a disco band consisting of Ricky Bailey, Len Coley, Ray Patterson and Roddy Harris.
They started their career in the late 70s with the singles «The Promise Of Love» and ""Put A Little Love On Me"". Later on, Delegation released the albums «Delegation», «Eau De Vie», «Delegation II», «Deuces High» and «Encore». 

Ricky Bailey & Delegation... delivering all that's great about British 70's, 80's & 90's Soulful Funk!

Delegation one of the foremost recording and touring soul funk bands of the 70's <a href=""https://www.last.fm/music/Delegation"">Read more on Last.fm</a>",3340878,471965
Soopasoul,funk (Origen: funk),Canción,Summer Sun,2010,4Iqgo3AwdpGe5oDtB3vOHe,2PRjCxqGZgF6huq9ZrV0rZ,34,Summer Sun - Single,2010,Soopasoul,"The funk phoenix rises from the flames of rave. 

Soopasoul is that rarest of things in this electronic age of dance music. A band where everything is played in live, where loops and plug-ins are passed over in favour of a drum kit in the living room, guitars and bass that are lying around and a funky horn section so steeped in tradition that you can feel the real deal being played out in front of your ears. 

Danny Hybrid the man behind Soopasoul grew up in Manchester and has been a music pioneer since the age of 14. <a href=""https://www.last.fm/music/Soopasoul"">Read more on Last.fm</a>",226312,36253
Uffie,funk (Origen: funk),Canción,ADD SUV (feat. Pharrell Williams) - Armand Van Helden Club Remix,2010,7kE1g5T0Mmc84izq9DirqZ,7iAhrXrGRbPcXWL6E8xiIW,50,ADD SUV,2010,Uffie,"Anna-Catherine Hartley (born December 9, 1987), known professionally as Uffie, is an American-French singer, songwriter, rapper, DJ, and fashion designer formerly signed to French electronic music record label Ed Banger Records. Uffie's music incorporates synthpop, acid house, alternative dance, and ""somewhere between electro, rap and nu skool"". Her music is said to have ""had a lasting and widespread influence in the 2010s"" . 

She was born in Miami, raised in Hong Kong and now lives in Paris. <a href=""https://www.last.fm/music/Uffie"">Read more on Last.fm</a>",11419883,620404
Melba Moore,funk (Origen: funk),Canción,Love's Comin' At Ya - 2004 Digital Remaster,2010,2JXK3ELYkEcGTE4dsO4kYq,2H8dX8DEFqG96KEkzCv3Jd,49,Other Side Of The Rainbow,2010,Melba Moore,"Melba Hill, 29 October 1945, New York City, New York, USA. Based in New York, Melba Moore first attracted attention in the Broadway production of Hair. Although she has continued her thespian inclinations, winning an award for her performance in the musical Purlie, Moore has also forged a successful singing career. 'This Is It', a minor US hit, reached the UK Top 10 in 1976, and although her pop chart placings have since been inconsistent, Moore remained a fixture on the R&B lists over the following decade. <a href=""https://www.last.fm/music/Melba+Moore"">Read more on Last.fm</a>",677532,123188
Aloe Blacc,funk (Origen: funk),Canción,I Need A Dollar,2010,3oUphdZVPyrsprZ8FgbmQS,6G9PvX9f6Dq26JzsiVHIdl,70,Good Things,2010,Aloe Blacc,"Egbert Nathaniel Dawkins III (born 1979 in Orange County, California), better known by the stage name Aloe Blacc, is an American soul singer, rapper and musician. He began his recording career as an MC back in 1995 when he joined up with hip-hop producer Exile to form the mainstay indie rap group Emanon. Aloe released his debut solo album Shine Through on Stonethrow Records in 2006 and followed this up in 2010 with Good Things. He has also collaborated with the Cradle Orchestra under the name Bee <a href=""https://www.last.fm/music/Aloe+Blacc"">Read more on Last.fm</a>",14410801,1214964
Wild Cherry,funk (Origen: funk),Canción,Play That Funky Music - Single Version,2010,1Zg71dOvDOf63sXwYEnGol,1k7WkNHGPNPnri2tsowvtg,44,70s 100 Hits,2010,Various Artists,"Rob Parissi (lead vocals & guitar) was raised in the tough, diverse steel mill town of Mingo Junction, Ohio. Parissi graduated from Mingo High School in 1968. Rob formed his first band in 1970 in Steubenville, Ohio, one mile north of Mingo Jct. along the Ohio River. The band's name ""Wild Cherry"" was selected off a box of cough drops while Rob was recuperating from a brief hospital stay. The band played the Ohio Valley region, the West Virginia panhandle, and Pittsburgh, Pennsylvania. The original lineup is not known. <a href=""https://www.last.fm/music/Wild+Cherry"">Read more on Last.fm</a>",4077774,741815
Trombone Shorty,funk (Origen: funk),Canción,Something Beautiful,2010,1ZESGzWrFSwXPplkscUsUR,5J26uchSALEhy9xwkdeV5a,46,Backatown,2010,Trombone Shorty,"Troy ""Trombone Shorty"" Andrews (born January 2, 1986) is a trombone  and trumpet  player from New Orleans, Louisiana, United States. 

Troy Andrews is the younger brother of trumpeter and bandleader James Andrews . Growing up in New Orleans' Treme neighborhood, ""Trombone Shorty"" was participating in brass band parades as a child, carrying his trombone even before his arms were long enough to reach all the positions of the slide. Andrews was a bandleader by the age of 6. <a href=""https://www.last.fm/music/Trombone+Shorty"">Read more on Last.fm</a>",1798803,138319
"Earth, Wind & Fire",funk (Origen: funk),Canción,September,2010,3mL0pzaHLsjJoaGfvQWyD5,1k7WkNHGPNPnri2tsowvtg,40,70s 100 Hits,2010,Various Artists,"Earth, Wind & Fire (EW&F or EWF) is an American band whose music spans the genres of jazz, R&B, soul, funk, disco, pop, Latin, and Afro-pop. They are among the best-selling bands of all time, with sales of over 90 million records worldwide. The band was formed in Chicago by Maurice White in 1969, growing out of the Salty Peppers. Prominent members have included Verdine White, Philip Bailey, Ralph Johnson, Larry Dunn, Al McKay, Roland Bautista, Robert Brookins, Sonny Emory, Fred Ravel, Ronnie Laws, Sheldon Reynolds, and Andrew Woolfolk. <a href=""https://www.last.fm/music/Earth,+Wind+&+Fire"">Read more on Last.fm</a>",46411748,2839946
Jamiroquai,funk (Origen: funk),Canción,Smoke and Mirrors,2010,1JKh2bRSYxx04pBEmFM6Bt,5mTP7Oivpq88d7ZQ9DBt4F,44,Rock Dust Light Star (Deluxe Version),2010,Jamiroquai,"Jamiroquai is an English funk and acid jazz band from London. Formed in 1992, they are fronted by vocalist Jay Kay, and were prominent in the London-based funk and acid jazz movement of the 1990s. They built on their acid jazz sound in their early releases and later drew from rock, disco, electronic and Latin music genres. Lyrically, the group has addressed social and environmental justice. Kay has remained as the only original member through several line-up changes. <a href=""https://www.last.fm/music/Jamiroquai"">Read more on Last.fm</a>",98902130,2770951
Jamiroquai,funk (Origen: funk),Canción,All Good In The Hood,2010,6lYDFEsQRgCDj0cBKodzG0,5mTP7Oivpq88d7ZQ9DBt4F,46,Rock Dust Light Star (Deluxe Version),2010,Jamiroquai,"Jamiroquai is an English funk and acid jazz band from London. Formed in 1992, they are fronted by vocalist Jay Kay, and were prominent in the London-based funk and acid jazz movement of the 1990s. They built on their acid jazz sound in their early releases and later drew from rock, disco, electronic and Latin music genres. Lyrically, the group has addressed social and environmental justice. Kay has remained as the only original member through several line-up changes. <a href=""https://www.last.fm/music/Jamiroquai"">Read more on Last.fm</a>",98902130,2770951
Andre Crom,funk (Origen: funk),Canción,In The City - Original Mix,2010,46pC4olXs8c5WJOm9Pzrz6,2tjwTZsuoZe7YI8H5HZgnV,38,About You EP,2010,Andre Crom,"Andre Crom from Germany, had an amazing start into 2013: a #1 Beatport Deephouse Charts hit (Teenage Mutants & Hanging On).  Besides that, both his label and himself entered the „mostcharted labels/artists of 2012 list of Resident Advisor with # 8 for OFF Recordings and # 40 for Andre Crom.  The future does not look bad either: solo shows and label showcases all over the world are confirmed for the first half of 2013, including key events such as Sonar, A.D.E. and several ibiza gigs. <a href=""https://www.last.fm/music/Andre+Crom"">Read more on Last.fm</a>",141914,38597
Maxipaul,funk (Origen: funk),Canción,Funky Bad Beat (Klubbed Mix),2010,7J6PMEt87gELNyxLfBUTNN,77W1xlDEor6DKVfCSvV8ko,3,The Members Of The Table VII,2010,Maxipaul," <a href=""https://www.last.fm/music/Maxipaul"">Read more on Last.fm</a>",1209,307
Mary Nelson,funk (Origen: funk),Canción,Let's Groove,2010,5m41M8RJ8Vw7SYl5CV5aP4,5rcv1EpC7gPYICga33Z5iD,33,Funk Lounge Emotion,2010,Various Artists," <a href=""https://www.last.fm/music/Mary+Nelson"">Read more on Last.fm</a>",21371,4441
James Brown,funk (Origen: funk),Canción,Funky President (People It's Bad),2010,5NqTTlvWo6S9J1QW0rGLJI,0iQyfK5hgJyt9G9fsfr01X,20,The Singles: Vol. 9 1973-1975,2010,James Brown,"James Joseph Brown (May 3, 1933 – December 25, 2006) was an American entertainer, record producer, and bandleader. The central progenitor of funk music and a major figure of 20th century music, he is often referred to by the honorific nicknames ""the Hardest Working Man in Show Business"", ""Godfather of Soul"", ""Mr. Dynamite"", and ""Soul Brother No. 1"". In a career that lasted more than 50 years, he influenced the development of several music genres. <a href=""https://www.last.fm/music/James+Brown"">Read more on Last.fm</a>",36604163,2358140
LaBelle,funk (Origen: funk),Canción,Lady Marmalade - Single Version,2010,3bFK0tj9d6IWdAUSX3oylo,1k7WkNHGPNPnri2tsowvtg,37,70s 100 Hits,2010,Various Artists,"LaBelle is an American R&B/soul group from Philadelphia, Pennsylvania, USA, who successfully melded dance music with funk and glam rock. Mostly active in the 60s and 70s disband but reformed in 2005. Their most recognised song is ""Lady Marmalade"". The group was led by Patti LaBelle, who later had a successful solo career. Nona Hendryx, Sarah Dash and Cindy Birdsong rounded out the group, with Hendryx especially notable as a prolific songwriter.

In 1961 <a href=""https://www.last.fm/music/Labelle"">Read more on Last.fm</a>",1184020,267260
James Brown,funk (Origen: funk),Canción,People Get Up And Drive Your Funky Soul,2010,7FqcsBx3azfOg1gAJkAXje,0iQyfK5hgJyt9G9fsfr01X,50,The Singles: Vol. 9 1973-1975,2010,James Brown,"James Joseph Brown (May 3, 1933 – December 25, 2006) was an American entertainer, record producer, and bandleader. The central progenitor of funk music and a major figure of 20th century music, he is often referred to by the honorific nicknames ""the Hardest Working Man in Show Business"", ""Godfather of Soul"", ""Mr. Dynamite"", and ""Soul Brother No. 1"". In a career that lasted more than 50 years, he influenced the development of several music genres. <a href=""https://www.last.fm/music/James+Brown"">Read more on Last.fm</a>",36604163,2358140
Funki Porcini,funk (Origen: funk),Canción,Belisha Beacon,2010,40h7xQiyjS92mUz27NsRMi,4fu84iEmDJU0DvnLW2X3Ht,39,On,2010,Funki Porcini,"Funki Porcini is composer and film maker James Braddell (a.k.a Giacomo Braddellini). His swirling mixtures of downtempo breaks, smooth ambiance, and disjointed drum'n'bass helped put the London-based Ninja Tune label on the map. His latest album is ""Modern Hymns for Modern Things"" (September 2025, self-release).

Funki Porcini began making music in San Francisco when he moved into The Residents' old warehouse. After much experimentation with early <a href=""https://www.last.fm/music/Funki+Porcini"">Read more on Last.fm</a>",6215705,536254
Delegation,funk (Origen: funk),Canción,Put a Little Love On Me,2010,6EOAOGls9pIdUJsrqytcXK,1um0JgV0FOnEg3UA0IF2hc,51,The Best of Delegation,2010,Delegation,"1- Delegation is a disco band consisting of Ricky Bailey, Len Coley, Ray Patterson and Roddy Harris.
They started their career in the late 70s with the singles «The Promise Of Love» and ""Put A Little Love On Me"". Later on, Delegation released the albums «Delegation», «Eau De Vie», «Delegation II», «Deuces High» and «Encore». 

Ricky Bailey & Delegation... delivering all that's great about British 70's, 80's & 90's Soulful Funk!

Delegation one of the foremost recording and touring soul funk bands of the 70's <a href=""https://www.last.fm/music/Delegation"">Read more on Last.fm</a>",3340878,471965
Rebirth Brass Band,funk (Origen: funk),Canción,Feel Like Funkin' It Up - Live Street Mix,2010,4zeyZiGokys0aqVibHlWgw,2axJjtgJbRtqYXUgrUy8Sb,36,"Treme: Music From The HBO Original Series, Season 1",2010,Various Artists,"The Rebirth Brass Band is a New Orleans brass band. The group was founded in 1983 by tuba player Philip Frazier, his brother Keith Frazier and trumpeter Kermit Ruffins, along with other musicians with them at the Joseph S. Clark Sr. High School in the Treme neighborhood of New Orleans. Rebirth is known for combining traditional New Orleans brass band music, including the New Orleans tradition of second line with funk, jazz, and soul influences. In 1992 <a href=""https://www.last.fm/music/Rebirth+Brass+Band"">Read more on Last.fm</a>",643150,79681
Ben L'Oncle Soul,funk (Origen: funk),Canción,Seven Nation Army - Remasterisée,2010,78fJOZkbhtIdFvIvvO8Mu0,6XbYsGvaSrNPOrY9E5jRd7,56,Ben L'Oncle Soul,2010,Ben L'Oncle Soul,"Benjamin Duterde (born 1984), a.k.a. Ben L'Oncle Soul ('Ben the Soul Uncle'), is a French nu-soul singer from the town of Tours, France, who has released seven full-length studio albums and a live album since 2010.

Duterde first gained prominence in his home country with the Soul Wash EP (2009), which featured six covers (Gnarls Barkley, The White Stripes, Spice Girls and the like).  Ben's first full-length album, entitled simply Ben L'Oncle Soul was released in 2010 and was put out internationally on the Motown label. <a href=""https://www.last.fm/music/Ben+l%27Oncle+Soul"">Read more on Last.fm</a>",3056772,248912
Linda Fields,funk (Origen: funk),Canción,"Shame, Shame, Shame",2010,1cdRKJlpHp273rwdqMRLOr,2qlmtkBLyoBDkGRVcKh00D,38,70s Gems,2010,Various Artists,"Linda Fields released the singles ""Shame Shame Shame"" and ""In The Summertime"".
In the 70s, Linda was member of The Funky Boys. <a href=""https://www.last.fm/music/Linda+Fields"">Read more on Last.fm</a>",70590,21614
Stina Förster,funk (Origen: funk),Canción,Ai No Corrida,2010,5UqhD59LNgxZuDDwrxG7o9,5rcv1EpC7gPYICga33Z5iD,25,Funk Lounge Emotion,2010,Various Artists," <a href=""https://www.last.fm/music/Stina+F%C3%B6rster"">Read more on Last.fm</a>",4361,931
Hard Forces,funk (Origen: classic funk),Canción,Classic Funky,2010,38o5k2PhTv6zCstxL0Daya,5CUADJBajjAPPnwnLuDlSX,1,Intergalactic,2010,Hard Forces," <a href=""https://www.last.fm/music/Hard+Forces"">Read more on Last.fm</a>",643,152
Los Charly's Orchestra,funk (Origen: classic funk),Canción,Classic Re-issue,2010,71SkFsCIJ5fKffEGD5f8sx,7JTUBOR3AwwnJ4XC19z0gw,12,Chicano Disco Funk,2010,Los Charly's Orchestra,"Music project created by the two Venezuelans producers Juan Laya & Jorge Montiel. Combining a retro but still modern sounding style, Los Charly’s Orchestra are characterize by creating a feeling that blends the Disco, Funk & Soul of the 70's from a Latin perspective. The duo has worked in collaborations with some artists of the top scene, such as: Xantoné Blacq, Noel Mckoy, Rotimo Soul, Matheus Nova, Tom Nowak, Kenny Barry, Dj Joey Negro, Paul Batik <a href=""https://www.last.fm/music/Los+Charly%27s+Orchestra"">Read more on Last.fm</a>",54125,10116
MR WIGGLES,funk (Origen: classic funk),Canción,Arab Funk,2010,6hBC7RSpSgp3Em1WrX8ibI,4i31vpEDDBuAK1rBM9T2Ne,4,Popping Classics,2010,MR WIGGLES,"Mr Wiggles is one of the original members of the legendary Rocksteady Crew. Besides a bboy, he also is involved in graffiti and dj'in(producing) doing various workshops. Don't miss him if he comes in your town. <a href=""https://www.last.fm/music/Mr+Wiggles"">Read more on Last.fm</a>",10745,1149
Krafty Kuts,funk (Origen: classic funk),Canción,The Funk,2010,64Sz8SHsc9rJvq4rG7Hr78,4ZXiPbBGkQ3gKD9kDDCtQy,2,Against the Grain Classics,2010,Krafty Kuts,"Since the late 80's Krafty Kuts, a.k.a Martin Reeves, has been one of the world's best-known purveyors of breakbeats and old-skool hip-hop.  Hailing from Brighton, he moved from running a record shop to running around the world as he DJs internationally while producing a vast number of mixed albums and original material, including ""Freakshow"", released on his label Against The Grain. He also started the best breakbeat night in the country with Skool of Thought. <a href=""https://www.last.fm/music/Krafty+Kuts"">Read more on Last.fm</a>",1009600,106185
Jermaine Jackson,funk (Origen: classic funk),Canción,Let's Get Serious,2010,2w8JLfOqiTZ2OqSAnkr1tC,77zu6NfDouq2TomJaVadKb,13,"12"" 80s Classics",2010,Various Artists,"Jermaine La Jaune Jackson (born December 11, 1954) is an American singer-songwriter and bassist. He is best known for being a member of the Jackson family. From 1964 to 1975, Jermaine was second vocalist after his brother Michael of the Jackson 5, and played bass guitar. Since 1983 he rejoined the group, now known as the Jacksons. Jermaine sang the lead on some of The Jackson 5's biggest hits, and featured in ""I'll Be There"" and ""I Want You Back"" amongst others. <a href=""https://www.last.fm/music/Jermaine+Jackson"">Read more on Last.fm</a>",1411501,285757
Peter Brown,funk (Origen: classic funk),Canción,Dance With Me,2010,74vza4ulkxfCmeaQmTJQIC,2d9aUzDLczQBwSl9FulHTW,31,"Twelve Inch Classics from the 70s, Vol. 1",2010,Various Artists,"Peter Brown is a name of at least two artists with this name:
[1] A USA musician, composer and producer.
[2] another USA musician.

[[b]1] A USA musician, composer and producer, who first came to fame with the first million-selling 12"" dance single, ""Do Ya Wanna Get Funky With Me."" Brown was a pioneer in home recording, having recorded his seminal hit in his bedroom. Born July 11, 1953 in Blue Island, IL, Brown, started playing drums in his teens and later began experimenting with his four-track reel-to-reel tape recorder in his bedroom studio. <a href=""https://www.last.fm/music/Peter+Brown"">Read more on Last.fm</a>",267793,64492
Da Damn Phreak Noize Phunk,funk (Origen: classic funk),Canción,Chemical Funk,2010,5AfVKBLumipSIsKTu9yxmc,7oJnqZrIB4VhuJJAb73KHC,5,Trip Hop Classics By Kid Loco,2010,Kid Loco,"The DDPNP 

http://www.combination-rec.de/index.php?id=43

Oliver Bondzio and Ramon Zenker aka Hardfloor dedicate themselves under their alias Dadamnphreaknoizphunk to the more relaxed sides of our existence.

They rock your soul with their smart and unique mix of hiphop beats and electroid sounds: deep`n`dope stuff with a befitting portion of 303.

As Hardfloor, Oliver Bondzio and Ramon Zenker are firmly cemented in the history of music. They are the longest-serving <a href=""https://www.last.fm/music/Da+Damn+Phreak+Noize+Phunk"">Read more on Last.fm</a>",33162,3543
MR WIGGLES,funk (Origen: classic funk),Canción,Eb Funkin,2010,3vHEOkVxf8NuKDeO4URAkJ,4i31vpEDDBuAK1rBM9T2Ne,5,Popping Classics,2010,MR WIGGLES,"Mr Wiggles is one of the original members of the legendary Rocksteady Crew. Besides a bboy, he also is involved in graffiti and dj'in(producing) doing various workshops. Don't miss him if he comes in your town. <a href=""https://www.last.fm/music/Mr+Wiggles"">Read more on Last.fm</a>",10745,1149
MR WIGGLES,funk (Origen: classic funk),Canción,Junk,2010,6MGdrQMMZUqWIFEzREo22N,4i31vpEDDBuAK1rBM9T2Ne,13,Popping Classics,2010,MR WIGGLES,"Mr Wiggles is one of the original members of the legendary Rocksteady Crew. Besides a bboy, he also is involved in graffiti and dj'in(producing) doing various workshops. Don't miss him if he comes in your town. <a href=""https://www.last.fm/music/Mr+Wiggles"">Read more on Last.fm</a>",10745,1149
DJ Icey,funk (Origen: classic funk),Canción,Through the Door,2010,5pWK8wwJKZDhJfQ8Yw0Tg4,4ZXiPbBGkQ3gKD9kDDCtQy,23,Against the Grain Classics,2010,Krafty Kuts,"DJ Icey (born Eddie Pappa), once referred to as the ""King of Funky Breaks"" (Mixmag April 1998) is the multi platinum Moonshine Records recording artist responsible for defining Funky Breaks and Florida Breaks.

Born and raised in Florida, DJ Icey first got interested in music in his teens. He was especially fond of early 1980s new wave synth pop, industrial, and hip-hop music. The boom in club music during the late 1980s hooked him and when he began DJing early in the 1990s, he usually played out acid house and funky breaks. <a href=""https://www.last.fm/music/DJ+Icey"">Read more on Last.fm</a>",442139,59220
Junior,funk (Origen: classic funk),Canción,"Mama Used To Say - 12"" Version",2010,6dzF2ac8bx6CvTqAfyT9os,77zu6NfDouq2TomJaVadKb,20,"12"" 80s Classics",2010,Various Artists,"There are at least nine acts using the name Junior:

1) Brazilian singer, music producer, musician, composer, multi-instrumentalist, presenter, former actor and dancer. JUNIOR became nationally and internationally known for the duo Sandy & Junior between 1990 and 2007, alongside his sister Sandy, who became the best-selling pop music act in the world history of Brazil and record holder for tour revenue.

2) Pop-punk band from Cardiff Wales, headed by wrestler Mark Andrews. <a href=""https://www.last.fm/music/Junior"">Read more on Last.fm</a>",1112523,131710
Cameo,funk (Origen: classic funk),Canción,Word Up! - Extended Version,2010,2BEZN5qf1JSKmpBcH7lDnV,77zu6NfDouq2TomJaVadKb,19,"12"" 80s Classics",2010,Various Artists,"Cameo is a funk group that was formed in 1974 in New York City, New York, United States. The band's lineup has constantly fluctuated since its formation, with the only constant being singer-songwriter Larry Blackmon, yet they continue to tour to this day. An outlandish, in-your-face stage presence, a strange sense of humor, and a hard-driving funky sound that criss-crossed a few musical boundaries earned Cameo countless initial comparisons to Parliament/Funkadelic. <a href=""https://www.last.fm/music/Cameo"">Read more on Last.fm</a>",4252386,655237
Don Peake,funk (Origen: classic funk),Canción,Do It to It,2010,7mymHxA5IqUCucuWUxnXEl,09mjGKb82lAuKrBsTbtaQG,15,Classic Soul Funk Jams,2010,Don Peake,"Prolific and multitalented composer, musician & record producer DON PEAKE wrote the original soundtrack for Wes Craven’s THE HILLS HAVE EYES (1977) where his eerie soundtrack punched up some of the films most unnerving scenes.

Don started his music career in 1961 as the lead guitarist for The Everly Brothers and played guitar for ten years in the Ray Charles Orchestra. Don played guitar on Phil Spector’s Righteous Brothers hit “You’ve Lost That Loving Feeling <a href=""https://www.last.fm/music/Don+Peake"">Read more on Last.fm</a>",18631,445
Kid Creole And The Coconuts,funk (Origen: classic funk),Canción,"I'm A Wonderful Thing, Baby - Original 12""",2010,1gfKN8DhBl5zRacpUqlE4G,77zu6NfDouq2TomJaVadKb,15,"12"" 80s Classics",2010,Various Artists,"Kid Creole and the Coconuts are an American band created and led by August Darnell (aka Kid Creole). Their music incorporates styles like big band jazz, disco, and in particular Caribbean/Latin American salsa. The Coconuts are a glamorous trio of female backing vocalists whose lineup changes throughout the years.

Thomas August Darnell Browder (aka August Darnell, aka Kid Creole) was born in Montreal, Canada, on 12 August 1950, the son of a French Canadian mother and a father from the Caribbean island of Dominica <a href=""https://www.last.fm/music/+noredirect/Kid+Creole+And+The+Coconuts"">Read more on Last.fm</a>",488195,75620
Donny Hathaway,funk (Origen: classic funk),Canción,I Believe to My Soul,2010,4pJXHeKjkbuV4jIFCBtXuN,6kWqwXiHxRwvLKFScZbbdS,23,Someday We'll All Be Free,2010,Donny Hathaway,"Donny Edward Hathaway (October 1, 1945 – January 13, 1979) was a Grammy Award-winning American soul musician. He signed with Atlantic Records in 1969, and with his first single ""The Ghetto"" (1970), Rolling Stone magazine marked him as ""a major new force in soul music."" His collaborations with Roberta Flack took him to the top of the charts and won him the Grammy Award for Best Pop Performance by a Duo or Group with Vocal for the duet ""Where Is the Love"" in 1973. <a href=""https://www.last.fm/music/Donny+Hathaway"">Read more on Last.fm</a>",9469041,1116445
Damian Wilson,funk (Origen: classic funk),Canción,Funky House Classics Volume 3 - DJ Mix,2010,5D9a0EgpsDF3da5kDMiUyk,2PVa84MUhTDjOLP5njfHm4,3,"Funky House Classics, Vol. 3",2010,Various Artists,"Damian Wilson is a very talented singer in the progressive rock & metal genre. He is the lead singer for Threshold, Headspace and Maiden United, and used to be for Landmarq. Damian also recorded four solo albums. He performed on many Ayreon albums and toured with Arjen Anthony Lucassen's project Star One. He played the lead role of Jean Valjean in the Les Miserables UK National Tour and did a European tour with Arjen Anthony Lucassen's Stream of Passion. <a href=""https://www.last.fm/music/Damian+Wilson"">Read more on Last.fm</a>",195117,6348
