Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Popularidad,Biografia_Resumen,Playcount_LastFM,Listeners_LastFM
Siloé,Reggaeton (Origen: indie),Canción,Volverte a Ver,2024,2PeWjwwAzxrJfpdVpAc44o,5hQTs3KdLxOizj5QtQAp43,56,"Siloé is a Spanish musical group that formed in 2016 in Valladolid, Spain. The band's musical style is a blend of folk, pop-rock, and electronic music. The members are Fito Robles (vocals), Xavi Road (guitar), and Jaco Betanzos (drums), who joined the group in 2022. The members originally met as students at the University of Valladolid.
The band’s name, Siloé, is a reference to the biblical story of Jesus healing a blind man. According to the band <a href=""https://www.last.fm/music/+noredirect/Silo%C3%A9"">Read more on Last.fm</a>",454811,18088
Love of Lesbian,Reggaeton (Origen: indie),Canción,La hermandad,2024,0Zso6LrlkwBbd5Lm7PLLsS,6TvFlWWEE9wRbWnFOYOoKp,57,"Love of Lesbian is a Spanish indie pop/indie rock band. 
In the beginning they were influenced by The Cure (they toured with them in Spain), Radiohead and R.E.M. Today they have the personal Love of Lesbian sound and style. There is always a ""sold out"" at all their concerts. Each one is a mix of party-concert-celebration-catharsis.
Santi Balmes, the writer, main composer, and charismatic leader brings to each album excellent lyrics of high composition, from a delicious sense of humour to deep emotional tales. <a href=""https://www.last.fm/music/Love+of+Lesbian"">Read more on Last.fm</a>",11270313,174459
sombr,Reggaeton (Origen: indie),Canción,back to friends,2024,0FTmksd2dxiE5e3rWyJXs6,0QLILSOq1IqAqx62drmv4E,93,"Shane Michael Boose (New York City, July 5, 2005.) better known as his stage name sombr, is a singer-songwriter, producer, and multi-instrumentalist. 

Shane told 1883magazine that he adopted his stage name after releasing his debut single in 2021, ""Nothing Left to Say"" which reflects the initials of his name as an acronym.

Released on June 15, 2022, sombr's first single to blow up was ""caroline"", boasting an upwards of 30 million streams today. Due to his platform on TikTok, he has grown a large attraction of Gen Z fans.  <a href=""https://www.last.fm/music/sombr"">Read more on Last.fm</a>",62737797,1558307
Carolina Durante,Reggaeton (Origen: indie),Canción,Hamburguesas,2024,3JXMMgUn1tPAm92L7lcfeq,1sa5uIkm6strFBumSGcV1X,57,"Carolina Durante es una banda madrileña formada en 2017, cuya música puede catalogarse dentro de géneros como el punk, el pop o el indie. La agrupación musical está compuesta por Diego Ibáñez, Martín Vallhonrat, Juan Pedrayes y Mario del Valle.​ <a href=""https://www.last.fm/music/Carolina+Durante"">Read more on Last.fm</a>",4493146,60552
The Marías,Reggaeton (Origen: indie),Canción,No One Noticed,2024,3siwsiaEoU4Kuuc9WKMUy5,03guxdOi12XJbnvxvxbpwG,90,"Formed in Los Angeles in late 2016, The Marías is a smooth rendezvous of jazz percussion, hypnotic guitar riffs, smoke- velvet vocals and nostalgic horn solos, there’s something undeniably sensual in the group’s dreamlike fusion of jazz, psychedelia, funk and lounge.

The band is named after its lead singer María Zardoya, who was born in Puerto Rico and raised in Atlanta, Georgia. She and her partner Josh Conway, the drummer, met at a show at the Kibitz Room, the bar and music venue inside Canter's Deli in Los Angeles. <a href=""https://www.last.fm/music/The+Mar%C3%ADas"">Read more on Last.fm</a>",200815376,2285873
Carolina Durante,Reggaeton (Origen: indie),Canción,Probablemente Tengas Razón,2024,2ZwUrfpPn54mhb7MpDkT3i,1sa5uIkm6strFBumSGcV1X,57,"Carolina Durante es una banda madrileña formada en 2017, cuya música puede catalogarse dentro de géneros como el punk, el pop o el indie. La agrupación musical está compuesta por Diego Ibáñez, Martín Vallhonrat, Juan Pedrayes y Mario del Valle.​ <a href=""https://www.last.fm/music/Carolina+Durante"">Read more on Last.fm</a>",4493146,60552
Travis Birds,Reggaeton (Origen: indie),Canción,Contigo,2024,7544xWBdEiTDXNMOslks1N,4yQ3RraLLPBW4pXpwQPsEs,56,"“Una mezcla entre un niño, un señor muy serio, una tarada y un escarabajo común”, así es como se autodefine. Su primer álbum “Año X”, recopila diez canciones basadas en diez historias que ven el mundo con un punto de vista muy particular.  <a href=""https://www.last.fm/music/Travis+Birds"">Read more on Last.fm</a>",204355,14735
Carolina Durante,Reggaeton (Origen: indie),Canción,Joderse La Vida,2024,3n8mN2Gdvd1N9GW6yCpcJV,1sa5uIkm6strFBumSGcV1X,58,"Carolina Durante es una banda madrileña formada en 2017, cuya música puede catalogarse dentro de géneros como el punk, el pop o el indie. La agrupación musical está compuesta por Diego Ibáñez, Martín Vallhonrat, Juan Pedrayes y Mario del Valle.​ <a href=""https://www.last.fm/music/Carolina+Durante"">Read more on Last.fm</a>",4493146,60552
La La Love You,Reggaeton (Origen: indie),Canción,El Hombre del Tiempo,2024,1yzgllRhEJCMH1tQKPNsJO,1fz6X7tOt9rtC7OrxnuKXC,51,"La La Love You is a pop punk and indie rock band from Parla, Madrid, Spain, that was formed in 1996. The original members were Roberto Amor, David Merino, and Rafa Torres. They initially wrote songs in English, influenced by bands like The Ramones, but later switched to Spanish.
The band's name, La La Love You, is a tribute to The Pixies' song of the same name. Over the years, other members have joined the band, and the current lineup includes Roberto Amor, David Merino, Lydia Carré, and Oscar Hoyos. <a href=""https://www.last.fm/music/La+La+Love+You"">Read more on Last.fm</a>",1812951,69541
Carlos Ares,Reggaeton (Origen: indie),Canción,Peregrino,2024,1TsBj3J4sVPO5KeydxbhD1,0SeDqeZyGYdkNPXChFJ8xJ,64,"Carlos Ares comes stomping though trembling. This young Galician presents his first single: Tiemblo, a pop melody that is mixed with his characteristic voice. He has just turned 20 years old. Although he is still a boy, he has put on the face of an artist. They tell me that next Friday will be the release of their debut single (how old it sounds), a song called Tiemblo. I had the opportunity to listen to it in the showcase (at night you learn everything, even English) organized for that reason in the Garufa club of A Coruña. <a href=""https://www.last.fm/music/Carlos+Ares"">Read more on Last.fm</a>",340048,18589
Carlos Ares,Reggaeton (Origen: indie),Canción,Rocíos,2024,55UO1q8075ervSjdAd1OpG,0SeDqeZyGYdkNPXChFJ8xJ,59,"Carlos Ares comes stomping though trembling. This young Galician presents his first single: Tiemblo, a pop melody that is mixed with his characteristic voice. He has just turned 20 years old. Although he is still a boy, he has put on the face of an artist. They tell me that next Friday will be the release of their debut single (how old it sounds), a song called Tiemblo. I had the opportunity to listen to it in the showcase (at night you learn everything, even English) organized for that reason in the Garufa club of A Coruña. <a href=""https://www.last.fm/music/Carlos+Ares"">Read more on Last.fm</a>",340048,18589
Siloé,Reggaeton (Origen: indie),Canción,Reza por Mi,2024,1Ye4x0Nfob10Liwl4FnlUc,5hQTs3KdLxOizj5QtQAp43,58,"Siloé is a Spanish musical group that formed in 2016 in Valladolid, Spain. The band's musical style is a blend of folk, pop-rock, and electronic music. The members are Fito Robles (vocals), Xavi Road (guitar), and Jaco Betanzos (drums), who joined the group in 2022. The members originally met as students at the University of Valladolid.
The band’s name, Siloé, is a reference to the biblical story of Jesus healing a blind man. According to the band <a href=""https://www.last.fm/music/+noredirect/Silo%C3%A9"">Read more on Last.fm</a>",454811,18088
rusowsky,Reggaeton (Origen: indie),Canción,neo roneo,2024,7zoVtzzASRtacCvgQKLFaS,23ieEAZkDq0jew4MZmb9zT,73,"Rusowsky is the artistic alter ego behind which Ruslan Mediavilla hides, a young man from Madrid with Belarusian roots and classical musical training. He is one of the representatives of the new underground scene that is flourishing these days thanks to the ease of being able to record songs from home, without having large technological means. <a href=""https://www.last.fm/music/Rusowsky"">Read more on Last.fm</a>",11649731,291639
Arde Bogotá,Reggaeton (Origen: indie),Canción,La Torre Picasso,2024,2Czaw41IWZLz5JxwLueamL,090Jo9iBjpgrcBwezLFTYq,63,"Arde Bogotá is a Spanish alternative rock band from Cartagena, Murcia, formed in 2017. The group's name originates from the Colombian city of Bogotá, where their first recordings were initially heard. The band is composed of Antonio García, Dani Sánchez, Pepe Esteban, and José Ángel Mercader.

Their music is characterized by a strong sound, with often incisive lyrics that carry a sense of strength and emotion. The band's influences include groups such as Arctic Monkeys, Foo Fighters, and Héroes del Silencio. <a href=""https://www.last.fm/music/Arde+Bogot%C3%A1"">Read more on Last.fm</a>",1534090,27468
Myles Smith,Reggaeton (Origen: indie),Canción,Nice To Meet You,2024,6eWAWHm0cuOaPGDWhoLJ7s,0fUqJBQwJTr5whQMexIcic,80,"Myles Smith (born in Luton on 3 June 1998) is a British singer-songwriter. 

From a young age, Smith taught himself to play guitar and piano, and by the age of 12, he was performing at local open-mic nights. Smith began posting cover versions of songs on TikTok in August 2020. His acoustic cover of The Neighbourhood's ""Sweater Weather"" went viral in 2022, leading to its full release in February 2023. He gained significant attention with his covers, including Amber Run’s ""I Found"". <a href=""https://www.last.fm/music/Myles+Smith"">Read more on Last.fm</a>",7943750,542018
Dani Fernández,Reggaeton (Origen: indie),Canción,Oaxaca (feat. Ivan Ferreiro),2024,5tF2hJPlliBAAb46ZSluxU,4cAjvCWbcfaDhuiJxew1Sw,59,"Daniel Fernández Delgado was born December 11, 1991 in a town of Ciudad Real, Alcázar de San Juan, where at present lives. It studies in the Secondary School Juan Bosco.  It has a sister of 18 years old, Noelia, and its parents are named Marcial, and Mª Carmen.

It charms to come out with its friends or to be connected to Internet.  Is a great lover of the soccer and its team is the Athletic of Madrid.  Its favorite player is Sergio Agüero and many say that seems to Fernando Torres <a href=""https://www.last.fm/music/Dani+Fern%C3%A1ndez"">Read more on Last.fm</a>",845422,31377
iñigo quintero,Reggaeton (Origen: indie),Canción,El Tiempo Que Paso Contigo,2024,48ikKqBYGbNApD8bEJCamc,3HUdg4OZNjJAlgYRxrg31A,65,"Íñigo Quintero Dolz del Castellar,​ más conocido por su nombre artístico Íñigo Quintero, es un cantante y compositor español. Se hizo popular con el tema ""Si no estás"" en 2023, alcanzando el número uno en las listas de España, Francia, Alemania, Austria, Países Bajos y Suiza, entre otros.
​ Estudió en el Colegio de Fomento Peñarredonda de la capital coruñesa, vinculado al Opus Dei.​ Realiza sus estudios universitarios de Psicología y Magisterio en el Centro Universitario Villanueva (CUV) <a href=""https://www.last.fm/music/i%C3%B1igo+quintero"">Read more on Last.fm</a>",2566455,211642
Carolina Durante,Reggaeton (Origen: indie),Canción,Normal,2024,3oag6xsH3APi2oHU8hVp8E,1sa5uIkm6strFBumSGcV1X,59,"Carolina Durante es una banda madrileña formada en 2017, cuya música puede catalogarse dentro de géneros como el punk, el pop o el indie. La agrupación musical está compuesta por Diego Ibáñez, Martín Vallhonrat, Juan Pedrayes y Mario del Valle.​ <a href=""https://www.last.fm/music/Carolina+Durante"">Read more on Last.fm</a>",4493146,60552
Wuicho kun,Reggaeton (Origen: indie),Canción,En El Próximo Big Bang,2024,6XuvR6CAfIggnWzqtL0Vez,7cQgKOmoMOPit6b0NPaR3I,69," <a href=""https://www.last.fm/music/Wuicho+kun"">Read more on Last.fm</a>",259548,19570
Lizzy McAlpine,Reggaeton (Origen: indie),Canción,Spring Into Summer,2024,6oCXDaFZYL7sHnowv6pdXb,0jw9gOg8M1Ve6KpP4Iu7XF,79,"Elizabeth Catherine McAlpine, also known as Lizzy McAlpine (born September 21, 1999) is a vocalist, songwriter, and musician who hails just outside of Philadelphia, Pennsylvania. She studied songwriting at Berklee College of Music located in Boston before leaving in her junior year to pursue music full-time. In April 2020, at the beginning of the COVID-19 pandemic, she started the Instagram #BerkleeAtHome streaming concert series. Her musical style has been described as ""folk-focused"", ""folk-pop"", and a blend of ""jazz, pop, and R&B"". <a href=""https://www.last.fm/music/Lizzy+McAlpine"">Read more on Last.fm</a>",98354906,1319232
Malcolm Todd,Reggaeton (Origen: indie),Canción,Roommates,2024,5vPUv0xziXbV4lnWeVNXNq,2jX6yKrWw9bY7JAYHhhtqZ,81,"Best known for his warm, alternative R&B sound, 22 year-old Malcolm “Todd” Hobert hails from Los Angeles and is an up-and-coming lovesick musician.

Initially starting with a small community of fans he eventually began advertising on TikTok and had a breakthrough with his single Art House. While being significantly popular, it paled in comparison to when he struck gold with an advertisement for the then-unreleased track, Roommates. 3 videos teasing the song gained upwards to 2 million views each. <a href=""https://www.last.fm/music/Malcolm+Todd"">Read more on Last.fm</a>",53037948,968240
Cigarettes After Sex,Reggaeton (Origen: indie),Canción,Tejano Blue,2024,42SKTvz8CvqTEzmADF4nI5,2nVPmbiBiR3CrAqDnw1inZ,71,"Cigarettes After Sex is an American dream pop band formed in El Paso, Texas, in 2008 by Greg Gonzalez. The band is known for its ethereal and often dream-like musical style, lyrics focused on love and romance, and Gonzalez's androgynous voice. While frequently categorized as ambient pop, the band is also associated with shoegaze, slowcore, and indie rock.

The band's debut extended play, ""I.,"" was released in 2012, with the song ""Nothing's Gonna Hurt You Baby"" gaining popularity through commercial licensing. <a href=""https://www.last.fm/music/Cigarettes+After+Sex"">Read more on Last.fm</a>",284448738,2730293
INOHA,Reggaeton (Origen: indie),Canción,Seventh Heaven,2024,2x6iNna6wQexggFz8smJcB,02tJPcZLiSwr7HdFDOQA6S,70," <a href=""https://www.last.fm/music/INOHA"">Read more on Last.fm</a>",4437159,244768
Martox,Reggaeton (Origen: indie),Canción,Y Qué,2024,1Dd6CuCiuoTj0eiBnGnx4X,2ZkVwLuSNV8589HxndjDgZ,59," <a href=""https://www.last.fm/music/Martox"">Read more on Last.fm</a>",216534,38449
Malcolm Todd,Reggaeton (Origen: indie),Canción,Sweet Boy,2024,59c2xv2kMzYM6HR9oY6BIa,2jX6yKrWw9bY7JAYHhhtqZ,83,"Best known for his warm, alternative R&B sound, 22 year-old Malcolm “Todd” Hobert hails from Los Angeles and is an up-and-coming lovesick musician.

Initially starting with a small community of fans he eventually began advertising on TikTok and had a breakthrough with his single Art House. While being significantly popular, it paled in comparison to when he struck gold with an advertisement for the then-unreleased track, Roommates. 3 videos teasing the song gained upwards to 2 million views each. <a href=""https://www.last.fm/music/Malcolm+Todd"">Read more on Last.fm</a>",53037948,968240
Joaquín Sabina,Reggaeton (Origen: indie),Canción,Un último vals,2024,4CiY69daQtmIl2RNqsYCtp,5EIyVu9MNNnpn7nuaYHMRp,51,"Joaquín Ramón Martínez Sabina (Úbeda, Jaén, Spain, 12 February 1949), known artistically as Joaquín Sabina, is a singer - songwriter, and poet. He has released fourteen studio albums, two live albums, and three compilation albums. He has collaborated and composed songs for Ana Belén and Miguel Ríos amongst others.

Joaquín Sabina, is the second son of Adela Sabina del Campo and Jerónimo Martinez Gallego, which was a policeman. He attended <a href=""https://www.last.fm/music/+noredirect/Joaqu%C3%ADn+Sabina"">Read more on Last.fm</a>",7496747,233003
beabadoobee,Reggaeton (Origen: indie),Canción,Beaches,2024,1a19jsjG2DvbN1fVJonKUU,5oT7xqbRbQCevZ0XC5aBFu,79,"Beatrice Kristi Ilejay Laus (born 3 June 2000), known professionally as Beabadoobee, is a Filipino-British singer-songwriter. Between 2018 and 2021, she released five extended plays (EPs) on the independent label Dirty Hit: ""Lice"" (2018), ""Patched Up"" (2018), ""Loveworm"" (2019), ""Space Cadet"" (2019), and ""Our Extended Play"" (2021). Her debut studio album, ""Fake It Flowers,"" was released in October 2020 and received critical acclaim. Her second studio album, ""Beatopia,"" was released on 15 July 2022 and included the single ""The Perfect Pair. <a href=""https://www.last.fm/music/beabadoobee"">Read more on Last.fm</a>",291744881,2465600
The Marías,Reggaeton (Origen: indie),Canción,Run Your Mouth,2024,19fKJrO9XdOf6Xla2QHecO,03guxdOi12XJbnvxvxbpwG,74,"Formed in Los Angeles in late 2016, The Marías is a smooth rendezvous of jazz percussion, hypnotic guitar riffs, smoke- velvet vocals and nostalgic horn solos, there’s something undeniably sensual in the group’s dreamlike fusion of jazz, psychedelia, funk and lounge.

The band is named after its lead singer María Zardoya, who was born in Puerto Rico and raised in Atlanta, Georgia. She and her partner Josh Conway, the drummer, met at a show at the Kibitz Room, the bar and music venue inside Canter's Deli in Los Angeles. <a href=""https://www.last.fm/music/The+Mar%C3%ADas"">Read more on Last.fm</a>",200815376,2285873
The Marías,Reggaeton (Origen: indie),Canción,Paranoia,2024,4gtIYSYu8u2ItBqrhCaChL,03guxdOi12XJbnvxvxbpwG,77,"Formed in Los Angeles in late 2016, The Marías is a smooth rendezvous of jazz percussion, hypnotic guitar riffs, smoke- velvet vocals and nostalgic horn solos, there’s something undeniably sensual in the group’s dreamlike fusion of jazz, psychedelia, funk and lounge.

The band is named after its lead singer María Zardoya, who was born in Puerto Rico and raised in Atlanta, Georgia. She and her partner Josh Conway, the drummer, met at a show at the Kibitz Room, the bar and music venue inside Canter's Deli in Los Angeles. <a href=""https://www.last.fm/music/The+Mar%C3%ADas"">Read more on Last.fm</a>",200815376,2285873
LATIN MAFIA,Reggaeton (Origen: indie),Canción,pero me estoy acabando.,2024,4UcnP64mbjBbjSDgSv5YYT,0DMDbZtZT028siJ0GEdLrQ,68,"Emilio, Milton y Mike son las promesas de lo urbano que surgieron en TikTok destacándose siempre por el talento que los arropa. Lo que comenzó como un sueño durante la pandemia hoy ya es una realidad, y es que la disciplina, consistencia y talento que llevan en la sangre los ha llevado a convertirse en una de las revelaciones más aclamadas de la escena.
 Comenzaron componiendo desde su cuarto, y gracias a su habilidad nata en la música conectaron de forma rápida y sorprendente con el público <a href=""https://www.last.fm/music/Latin+mafia"">Read more on Last.fm</a>",12857121,209073
The American Dawn,Reggaeton (Origen: indie),Canción,Her,2024,2vlkTkPqdATznKHu9gD2c1,3YsLlWQ9dzG0dFQQZO1jEv,79," <a href=""https://www.last.fm/music/The+American+Dawn"">Read more on Last.fm</a>",3695797,429146
Alleh,Reggaeton (Origen: indie),Canción,deja vu,2024,3gT1iaBMUhGoEmFiJKDpx2,0sWJ3v0FROzcNzyjNYUs6t,58," <a href=""https://www.last.fm/music/Alleh"">Read more on Last.fm</a>",2253822,129186
Alcalá Norte,Reggaeton (Origen: indie),Canción,La Calle Elfo,2024,0lxSWjuNF9jLkL41wgpTZy,5WYizmVWxmqAlfL4FXmqKR,44,"Alcalá Norte is a 6-member Spanish alternative rock band founded in 2019 by 3 friends from a Madrid neighbourhood, Ciudad Lineal (Jaime Barbosa, Juan Pablo Juliá and Álvaro Rivas).

After releasing an EP in 2020 and several singles in subsequent years, in April 2024 they released their first studio album, with a meteoric success that allowed them to enter the music charts of Promusicae's Top 100 vinyl charts in little more than a month, in Spotify's viral Top 50 <a href=""https://www.last.fm/music/Alcal%C3%A1+Norte"">Read more on Last.fm</a>",523882,14038
Ultraligera,Reggaeton (Origen: indie),Canción,La Basura,2024,7g5JvOI6WWtpUTlv76VaTo,1BPs4f2jivntC27Y26B0KR,43,"Ultraligera is a Spanish alternative rock and indie rock band that was formed in 2021. Their music draws on a variety of influences, including grunge, alternative pop, indie rock, and post-punk revival. This mix has helped them develop a unique sound that has made them stand out in the Spanish music scene.

The band's current members are Gisme (vocalist and lyricist), Coque Fernández (guitarist), Santi Urruela (bassist), and Martín Aparicio (drummer). <a href=""https://www.last.fm/music/Ultraligera"">Read more on Last.fm</a>",170454,5594
Love of Lesbian,Reggaeton (Origen: indie),Canción,La hermandad,2024,67Pr9voSdTnhsOcuS2QUhK,018VlQZiTBjAmSVSHNLWT0,44,"Love of Lesbian is a Spanish indie pop/indie rock band. 
In the beginning they were influenced by The Cure (they toured with them in Spain), Radiohead and R.E.M. Today they have the personal Love of Lesbian sound and style. There is always a ""sold out"" at all their concerts. Each one is a mix of party-concert-celebration-catharsis.
Santi Balmes, the writer, main composer, and charismatic leader brings to each album excellent lyrics of high composition, from a delicious sense of humour to deep emotional tales. <a href=""https://www.last.fm/music/Love+of+Lesbian"">Read more on Last.fm</a>",11270313,174459
Shinova,Reggaeton (Origen: indie),Canción,Gloria,2024,2G4uFShdyij1QUlp01Risx,44OiGgZn2QmOAz926hjxCq,43,"Shinova is a Spanish alternative rock and indie rock band formed in 2008 in Berriz, Biscay, Spain. The quartet is made up of Gabriel de la Rosa (vocals), Daniel del Valle (guitar), Erlantz Prieto (guitar), and Joshua F.G. (drums).

Early in their career, their music was closer to hard rock and alternative metal, and they were often compared to Spanish bands like Sôber and Savia. However, starting with their third album, Ana y el Artista Temerario (2014), the group made a significant shift toward indie rock. <a href=""https://www.last.fm/music/Shinova"">Read more on Last.fm</a>",488520,13401
otuka,Reggaeton (Origen: indie),Canción,even if it takes awhile,2024,1iywTdtFkxg61XvZLudX7b,2z83uTcRrru3FvfM1BjyKw,54,"alt account of jades ( https://soundcloud.com/otukaa ) <a href=""https://www.last.fm/music/Otuka"">Read more on Last.fm</a>",12659200,233233
Michael Foster,Reggaeton (Origen: indie),Canción,La Noche Contigo,2024,3fcQuIJ04cLvq5T9ESPYsb,73iIsl1OetwQ1wbwAqPE0L,44,"Michael Foster (musician)  (born December 9, 1966)

After over 20 auditions, for a band called White Heat where Bill Leverty played. 
Michael Foster was one of those people whom auditioned and when Leverty heard Michael Fosters drumming skills, Bill Leverty  was impressed and he quickly hired him. eventually they would met C.J. Snare and Perry Richardson, forming Firehouse in 1988.

Michael Foster's Official Site

Firehouse Official

Michael Foster Likes The Pittsburgh Steelers, And NASCAR

 <a href=""https://www.last.fm/music/Michael+Foster"">Read more on Last.fm</a>",20652,2726
beabadoobee,Reggaeton (Origen: indie),Canción,Real Man,2024,0OpC8hRrbsh24taKOsQBEX,5oT7xqbRbQCevZ0XC5aBFu,79,"Beatrice Kristi Ilejay Laus (born 3 June 2000), known professionally as Beabadoobee, is a Filipino-British singer-songwriter. Between 2018 and 2021, she released five extended plays (EPs) on the independent label Dirty Hit: ""Lice"" (2018), ""Patched Up"" (2018), ""Loveworm"" (2019), ""Space Cadet"" (2019), and ""Our Extended Play"" (2021). Her debut studio album, ""Fake It Flowers,"" was released in October 2020 and received critical acclaim. Her second studio album, ""Beatopia,"" was released on 15 July 2022 and included the single ""The Perfect Pair. <a href=""https://www.last.fm/music/beabadoobee"">Read more on Last.fm</a>",291744881,2465600
Matt Hansen,Reggaeton (Origen: indie),Canción,VERSIONS OF FOREVER,2024,3yDvu7hXpkWFyQSk3RSiD8,1La2A10EDwizsKONlKdfM8,70," <a href=""https://www.last.fm/music/Matt+Hansen"">Read more on Last.fm</a>",4849995,198177
Judeline,Reggaeton (Origen: indie),Canción,zarcillos de plata,2024,7DPqv56SdujBXE0eJhQjBh,1QwiMdV2NkhUBxThH3y31c,45,"Lara Fernández Castrelo, better known as Judeline, (January 18, 2003) is a Spanish singer. She was born in Jerez de la Frontera, but grew up and spent her entire childhood in Barbate, specifically in Los Caños de Meca. Her mother was from Jerez and her father was born in Madrid, and they emigrated to Venezuela at the age of 12. The latter is a non-professional musician and has been a figure of admiration and inspiration for the artist. From a young <a href=""https://www.last.fm/music/JUDELINE"">Read more on Last.fm</a>",7558879,182634
Depresión Sonora,Reggaeton (Origen: indie),Canción,mala,2024,4eef1QqKKtBw6wcxnUQulW,12QCRlhGUvo8QXuacOoCjz,55,"Marcos Crespo Garcia, AKA as Markusiano, is a Spanish music solo artist and producer based in Madrid, Spain (originally from Cuenca, Castilla-La Mancha, Spain). His current project, Depresión Sonora, has post-punk, rap and pop influences that touch themes about depression, existentialism, nihilism, current issues and technology. Some of his influences include Molchat Doma, Black Marble and Human Tetris.

""Hasta que llegue la muerte"" was the first single that was shared on April <a href=""https://www.last.fm/music/Depresi%C3%B3n+Sonora"">Read more on Last.fm</a>",6114406,155832
The Marías,Reggaeton (Origen: indie),Canción,Real Life,2024,3HVRZxCp3BWYuYe8L8BMNH,03guxdOi12XJbnvxvxbpwG,74,"Formed in Los Angeles in late 2016, The Marías is a smooth rendezvous of jazz percussion, hypnotic guitar riffs, smoke- velvet vocals and nostalgic horn solos, there’s something undeniably sensual in the group’s dreamlike fusion of jazz, psychedelia, funk and lounge.

The band is named after its lead singer María Zardoya, who was born in Puerto Rico and raised in Atlanta, Georgia. She and her partner Josh Conway, the drummer, met at a show at the Kibitz Room, the bar and music venue inside Canter's Deli in Los Angeles. <a href=""https://www.last.fm/music/The+Mar%C3%ADas"">Read more on Last.fm</a>",200815376,2285873
The Marías,Reggaeton (Origen: indie),Canción,No One Noticed (Extended English),2024,4Q9qkdqu0qKKjaftRrAK9C,6FkCugnh8o4VjxMMw4xlRC,77,"Formed in Los Angeles in late 2016, The Marías is a smooth rendezvous of jazz percussion, hypnotic guitar riffs, smoke- velvet vocals and nostalgic horn solos, there’s something undeniably sensual in the group’s dreamlike fusion of jazz, psychedelia, funk and lounge.

The band is named after its lead singer María Zardoya, who was born in Puerto Rico and raised in Atlanta, Georgia. She and her partner Josh Conway, the drummer, met at a show at the Kibitz Room, the bar and music venue inside Canter's Deli in Los Angeles. <a href=""https://www.last.fm/music/The+Mar%C3%ADas"">Read more on Last.fm</a>",200815376,2285873
Éxtasis,Reggaeton (Origen: indie),Canción,Ojitos marrones,2024,7sLDudIPw0yeSCyNLaZY2k,3iKAPnvLmxd8xisr51Kpt2,44," <a href=""https://www.last.fm/music/%C3%89xtasis"">Read more on Last.fm</a>",10028,1883
Clairo,Reggaeton (Origen: indie),Canción,Juna,2024,2mWfVxEo4xZYDaz0v7hYrN,1KNUCVXgIxKUGiuEB8eG0i,80,"Claire Elizabeth Cottrill (born August 18, 1998), known professionally as Clairo, is an American singer-songwriter. She began sharing music online at age 13.

Clairo gained widespread attention following the viral success of the music video for her lo-fi single ""Pretty Girl"" in 2017. She subsequently signed with Fader Label and released her debut EP ""Diary 001"" in 2018. Her first studio album, ""Immunity"" (2019), included the singles ""Bags"" and ""Sofia,"" with the latter becoming her first entry on the Billboard Hot 100. <a href=""https://www.last.fm/music/Clairo"">Read more on Last.fm</a>",322110026,2785150
Los Punsetes,Reggaeton (Origen: indie),Canción,Untitled,2024,1fRWvkejxnCk2rHjDstvtX,2smW4STRQ9RGyrzuuHSwq5,45,"Los Punsetes are a quintet formed in Madrid, Spain in 2004.  After releasing a couple of demos (2004 and CD 2006), an official first 4 track single, 7 Pulgadas (2007), was published by (WA)TT records.

Their first full length was released LP with Gramaciones Grabofónicas in 2008, which included the lead single 'Dos Policías'. LP2 was launched in 2010 with the single 'Tus Amigos'. 'Una montaña es una montaña', their third LP was produced by Pablo Díaz-Reixa <a href=""https://www.last.fm/music/Los+Punsetes"">Read more on Last.fm</a>",2314060,68932
Love of Lesbian,Reggaeton (Origen: indie),Canción,Contradicción,2024,2vCQG5PSjoJnfFnij0TdAc,6rtsrC8IQb9s0kbuL7lr7y,45,"Love of Lesbian is a Spanish indie pop/indie rock band. 
In the beginning they were influenced by The Cure (they toured with them in Spain), Radiohead and R.E.M. Today they have the personal Love of Lesbian sound and style. There is always a ""sold out"" at all their concerts. Each one is a mix of party-concert-celebration-catharsis.
Santi Balmes, the writer, main composer, and charismatic leader brings to each album excellent lyrics of high composition, from a delicious sense of humour to deep emotional tales. <a href=""https://www.last.fm/music/Love+of+Lesbian"">Read more on Last.fm</a>",11270313,174459
Shinova,Reggaeton (Origen: indie),Canción,Lobos,2024,3gc9J2KpGmlo5tLGhVWc7b,44OiGgZn2QmOAz926hjxCq,44,"Shinova is a Spanish alternative rock and indie rock band formed in 2008 in Berriz, Biscay, Spain. The quartet is made up of Gabriel de la Rosa (vocals), Daniel del Valle (guitar), Erlantz Prieto (guitar), and Joshua F.G. (drums).

Early in their career, their music was closer to hard rock and alternative metal, and they were often compared to Spanish bands like Sôber and Savia. However, starting with their third album, Ana y el Artista Temerario (2014), the group made a significant shift toward indie rock. <a href=""https://www.last.fm/music/Shinova"">Read more on Last.fm</a>",488520,13401
